class	class label	textdef	rhea	ec	metacyc
GO:0097363	protein O-GlcNAc transferase activity	Catalysis of the reaction: UDP-N-acetyl-D-glucosamine + [protein]-L-serine = UDP + [protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine, or UDP-N-acetyl-D-glucosamine + [protein]-L-threonine = UDP + [protein]-3-O-(N-acetyl-D-glucosaminyl)-L-threonine.			
GO:0001665	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity	Catalysis of the reaction: CMP-N-acetylneuraminate + glycano-(1->3)-(N-acetyl-alpha-D-galactosaminyl)-glycoprotein = CMP + glycano-[(2->6)-alpha-N-acetylneuraminyl]-(N-acetyl-D-galactosaminyl)-glycoprotein.		EC:2.4.99.3	MetaCyc:2.4.99.3-RXN
GO:0003828	alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity	Catalysis of the reaction: CMP-N-acetylneuraminate + alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-R = CMP + alpha-N-acetylneuraminyl-(2->8)-alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-R.	RHEA:19313	EC:2.4.99.8	MetaCyc:2.4.99.8-RXN
GO:0003835	beta-galactoside alpha-2,6-sialyltransferase activity	Catalysis of the reaction: CMP-N-acetylneuraminate + beta-D-galactosyl-(1->4)-acetyl-beta-D-glucosamine = CMP + alpha-N-acetylneuraminyl-(2->6)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosamine.	RHEA:11836	EC:2.4.99.1	MetaCyc:2.4.99.1-RXN
GO:0003836	beta-galactoside (CMP) alpha-2,3-sialyltransferase activity	Catalysis of the reaction: CMP-N-acetylneuraminate + beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-R = CMP + alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-R.	RHEA:21616	EC:2.4.99.4	MetaCyc:2.4.99.4-RXN
GO:0047290	(alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl-galactosaminide 6-alpha-sialyltransferase activity	Catalysis of the reaction: alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-D-galactosaminyl-R + CMP-N-acetyl-beta-neuraminate = alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminyl-(2->6)]-N-acetyl-D-galactosaminyl-R + CMP.	RHEA:10479	EC:2.4.99.7	MetaCyc:2.4.99.7-RXN
GO:0052798	beta-galactoside alpha-2,3-sialyltransferase activity	Catalysis of the transfer of sialyl residues alpha-2,3-linked to a beta galactosyl residue on the donor to form an alpha-2,3 linkage to a terminal beta galactosyl residue on the acceptor.			
GO:0000030	mannosyltransferase activity	Catalysis of the transfer of a mannosyl group to an acceptor molecule, typically another carbohydrate or a lipid.			
GO:0003844	1,4-alpha-glucan branching enzyme activity	Catalysis of the transfer of a segment of a (1->4)-alpha-D-glucan chain to a primary hydroxyl group in a similar glucan chain.		EC:2.4.1.18	MetaCyc:GLYCOGEN-BRANCH-RXN
GO:0004576	oligosaccharyl transferase activity	Catalysis of the transfer of a oligosaccharyl group to an acceptor molecule, typically another carbohydrate or a lipid.		EC:2.4.1	
GO:0004645	phosphorylase activity	Catalysis of the reaction: 1,4-alpha-D-glucosyl(n) + phosphate = 1,4-alpha-D-glucosyl(n-1) + alpha-D-glucose 1-phosphate. The name should be qualified in each instance by adding the name of the natural substrate, e.g. maltodextrin phosphorylase, starch phosphorylase, glycogen phosphorylase.		EC:2.4.1.1	MetaCyc:RXN-1826
GO:0008378	galactosyltransferase activity	Catalysis of the transfer of a galactosyl group to an acceptor molecule, typically another carbohydrate or a lipid.		EC:2.4.1	MetaCyc:2.4.1.151-RXN
GO:0008417	fucosyltransferase activity	Catalysis of the transfer of a fucosyl group to an acceptor molecule, typically another carbohydrate or a lipid.			
GO:0008755	O antigen polymerase activity	Catalysis of the polymerization of o-antigen chains. O-antigens are tetra- and pentasaccharide repeat units of the cell walls of Gram-negative bacteria and are a component of lipopolysaccharide.		EC:2.4.1	
GO:0008955	peptidoglycan glycosyltransferase activity	Catalysis of the reaction: [GlcNAc-(1,4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)](n)-diphosphoundecaprenol + GlcNAc-(1,4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol = [GlcNAc-(1,4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)](n+1)-diphosphoundecaprenol + undecaprenyl diphosphate.		EC:2.4.1.129	MetaCyc:RXN0-5405
GO:0033835	flavanone 7-O-glucoside 2''-O-beta-L-rhamnosyltransferase activity	Catalysis of the reaction: UDP-L-rhamnose + a flavanone 7-O-glucoside = UDP + a flavanone 7-O-[beta-L-rhamnosyl-(1->2)-beta-D-glucoside].		EC:2.4.1.236	MetaCyc:RXN-5001|MetaCyc:RXN-5002|MetaCyc:RXN-5004|MetaCyc:RXN-7759|MetaCyc:RXN-9699
GO:0043750	phosphatidylinositol alpha-mannosyltransferase activity	Catalysis of the transfer of one or more alpha-D-mannose residues from GDP-mannose to positions 2,6 and others in 1-phosphatidyl-myo-inositol.		EC:2.4.1.57	MetaCyc:2.4.1.57-RXN
GO:0043895	cyclomaltodextrin glucanotransferase activity	Catalysis of the cyclization of part of a 1,4-alpha-D-glucan chain by formation of a 1,4-alpha-D-glucosidic bond.		EC:2.4.1.19	MetaCyc:2.4.1.19-RXN
GO:0046527	glucosyltransferase activity	Catalysis of the transfer of a glucosyl group to an acceptor molecule, typically another carbohydrate or a lipid.		EC:2.4.1	
GO:0050738	fructosyltransferase activity	Catalysis of the transfer of a fructosyl group to an acceptor molecule, typically another carbohydrate or a lipid.			
GO:0102031	4-acetamido-4,6-dideoxy-D-galactose transferase activity	Catalysis of the reaction: dTDP-4-acetamido-4,6-dideoxy-alpha-D-galactose + beta-D-ManNAcA-(1->4)-alpha-D-GlcNAc-1-diphospho-ditrans,polycis-undecaprenol <=> H+ + alpha-D-FucNAc4-(1->4)-beta-D-ManNAcA-(1->4)-D-GlcNAc-undecaprenyl diphosphate + dTDP		EC:2.4.1.325	MetaCyc:FUC4NACTRANS-RXN
GO:0102096	decaprenyl-N-acetyl-alpha-D-glucosaminyl-pyrophosphate:dTDP-alpha-L-rhamnose rhamnosyltransferase activity	Catalysis of the reaction: dTDP-6-deoxy-beta-L-mannose + N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octacis-decaprenol <=> dTDP(3-) + alpha-L-Rhap-(1->3)-alpha-D-GlcpNAc-1-diphospho-trans,octacis-decaprenol + H+		EC:2.4.1.289	MetaCyc:RXN-11070
GO:0102154	8C-naringenin dibenzoylmethane tautomer glucosyltransferase activity	Catalysis of the reaction: 2,4,4',6-tetrahydroxydibenzoylmethane + UDP-alpha-D-glucose <=> 8C-glucosyl-2-hydroxynaringenin + UDP + 2 H+			MetaCyc:RXN-11685
GO:0102156	2,5-DHBA UDP-glucosyltransferase activity	Catalysis of the reaction: 2,5-dihydroxybenzoate + UDP-alpha-D-glucose <=> 2,5-dihydroxybenzoate 5-O-beta-D-glucoside + UDP + H+			MetaCyc:RXN-11705
GO:0102159	baicalein 7-O-glucuronosyltransferase activity	Catalysis of the reaction: UDP-alpha-D-glucuronate + baicalein <=> H+ + UDP + baicalin		EC:2.4.1.253	MetaCyc:RXN-11755
GO:0102160	cyanidin-3-O-glucoside 2-O-glucuronosyltransferase activity	Catalysis of the reaction: cyanidin 3-O-beta-D-glucoside betaine + UDP-alpha-D-glucuronate <=> H+ + cyanidin 3-O-beta-(2-O-beta-D-glucuronosyl)-beta-D-glucoside + UDP		EC:2.4.1.254	MetaCyc:RXN-11756
GO:0102163	3-hydroxyacyl-CoA-acyl carrier protein transferase activity	Catalysis of the reaction: coenzyme A + a (3R)-3-hydroxyacyl-[acyl-carrier protein] = a (3R)-3-hydroxyacyl-CoA + a holo-[acyl-carrier protein]			MetaCyc:RXN-11785
GO:0102202	soladodine glucosyltransferase activity	Catalysis of the reaction: UDP-alpha-D-glucose + solasodine <=> UDP + solasodine 3-O-beta-D-glucopyranoside + H+		EC:2.4.1.173	MetaCyc:RXN-12123
GO:0102203	brassicasterol glucosyltransferase activity	Catalysis of the reaction: UDP-alpha-D-glucose + brassicasterol <=> UDP(3-) + 3-O-beta-D-glucosyl-brassicasterol + H+		EC:2.4.1.173	MetaCyc:RXN-12125
GO:0102205	cholesterol allpha-glucosyltransferase activity	Catalysis of the reaction: UDP-alpha-D-glucose + cholesterol = UDP + cholesteryl beta-D-glucoside + H+		EC:2.4.1.173	MetaCyc:RXN-12127
GO:0102240	soyasapogenol B glucuronide galactosyltransferase activity	Catalysis of the reaction: UDP-D-galactose + soyasapogenol B 3-O-beta-glucuronate <=> H+ + UDP + soyasaponin III		EC:2.4.1.272	MetaCyc:RXN-12319
GO:0102241	soyasaponin III rhamnosyltransferase activity	Catalysis of the reaction: UDP-L-rhamnose + soyasaponin III <=> H+ + UDP + soyasaponin I		EC:2.4.1.273	MetaCyc:RXN-12320
GO:0102250	linear malto-oligosaccharide phosphorylase activity	Catalysis of the reaction: hydrogenphosphate + a linear malto-oligosaccharide = alpha-D-glucose 1-phosphate + a linear malto-oligosaccharide		EC:2.4.1.1	MetaCyc:RXN-12392
GO:0102318	2-deoxystreptamine glucosyltransferase activity	Catalysis of the reaction: 2-deoxystreptamine + UDP-alpha-D-glucose <=> 2'-deamino-2'-hydroxyparomamine + UDP(3-) + H+		EC:2.4.1.284	MetaCyc:RXN-13121
GO:0102319	2-deoxystreptamine N-acetyl-D-glucosaminyltransferase activity	Catalysis of the reaction: 2-deoxystreptamine(2+) + UDP-N-acetyl-alpha-D-glucosamine <=> H+ + 2'-N-acetylparomamine(2+) + UDP(3-)		EC:2.4.1.283	MetaCyc:RXN-13122
GO:0102335	N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase activity	Catalysis of the reaction: N,N'-diacetyl-alpha-D-bacillosaminyl-diphospho-tri-trans,hepta-cis-undecaprenol + UDP-N-acetyl-D-galactosamine <=> N-acetyl-D-galactosaminyl-alpha-(1->3)-N,N'-diacetyl-alpha-D-bacillosaminyl-diphospho-tri-trans,hepta-cis-undecaprenol + UDP + H+.		EC:2.4.1.290	MetaCyc:RXN-13274
GO:0102359	daphnetin 4-O-beta-glucosyltransferase activity	Catalysis of the reaction: UDP-alpha-D-glucose + 7,8-dihydroxycoumarin <=> UDP + 4-O- beta -D-glucosyl-daphnetin + H+		EC:2.4.1.126	MetaCyc:RXN-13450
GO:0102360	daphnetin 3-O-glucosyltransferase activity	Catalysis of the reaction: UDP-alpha-D-glucose(2-) + 7,8-dihydroxycoumarin <=> UDP(3-) + 3-O-beta-D-glucosyl-daphnetin + H+		EC:2.4.1.91	MetaCyc:RXN-13452
GO:0102361	esculetin 4-O-beta-glucosyltransferase activity	Catalysis of the reaction: esculetin + UDP-alpha-D-glucose <=> 4-O-beta-D-glucosyl-esculetin + UDP + H+		EC:2.4.1.126	MetaCyc:RXN-13471
GO:0102362	esculetin 3-O-glucosyltransferase activity	Catalysis of the reaction: esculetin + UDP-alpha-D-glucose <=> 3-O-beta-D-glucosyl-esculetin + UDP + H+			MetaCyc:RXN-13472
GO:0102377	steviol 13-O glucosyltransferase activity	Catalysis of the reaction: steviol + UDP-alpha-D-glucose = steviolmonoside + UDP + H+			MetaCyc:RXN-13511
GO:0102378	steviolmonoside glucosyltransferase activity	Catalysis of the reaction: steviolmonoside + UDP-alpha-D-glucose = rubusoside + UDP + H+			MetaCyc:RXN-13512
GO:0102379	steviolbioside glucosyltransferase activity (stevioside forming)	Catalysis of the reaction: steviolbioside + UDP-alpha-D-glucose = stevioside + UDP + H+			MetaCyc:RXN-13514
GO:0102380	steviolbioside glucosyltransferase activity (rebaudioside B forming)	Catalysis of the reaction: steviolbioside + UDP-alpha-D-glucose = rebaudioside B + UDP + H+			MetaCyc:RXN-13516
GO:0102381	stevioside glucosyltransferase activity (rebaudioside A forming)	Catalysis of the reaction: stevioside + UDP-alpha-D-glucose = rebaudioside A + UDP + H+			MetaCyc:RXN-13517
GO:0102382	rebaudioside B glucosyltransferase activity	Catalysis of the reaction: rebaudioside B + UDP-alpha-D-glucose <=> rebaudioside A + UDP + H+			MetaCyc:RXN-13518
GO:0102383	steviol 19-O glucosyltransferase activity	Catalysis of the reaction: steviol + UDP-alpha-D-glucose <=> 19-O-beta-glucopyranosyl-steviol + UDP + H+			MetaCyc:RXN-13520
GO:0102384	19-O-beta-glucopyranosyl-steviol glucosyltransferase activity	Catalysis of the reaction: 19-O-beta-glucopyranosyl-steviol + UDP-alpha-D-glucose <=> rubusoside + UDP + H+			MetaCyc:RXN-13521
GO:0102410	quercetin-4',3-O-glucosyltransferase activity	Catalysis of the reaction: quercetin 4'-O-glucoside + UDP-alpha-D-glucose(2-) <=> quercetin 3,4'-O-diglucoside + UDP(3-)			MetaCyc:RXN-13765
GO:0102411	quercetin-3,4'-O-glucosyltransferase activity	Catalysis of the reaction: quercetin-3-glucoside + UDP-alpha-D-glucose(2-) <=> quercetin 3,4'-O-diglucoside + UDP(3-)			MetaCyc:RXN-13766
GO:0102414	quercetin-3-O-glucoside 1,6-glucosyltransferase activity	Catalysis of the reaction: quercetin-3-glucoside + UDP-alpha-D-glucose(2-) <=> quercetin-3-gentiobioside + UDP			MetaCyc:RXN-13797
GO:0102415	quercetin gentiobioside 1,6-glucosyltransferase activity	Catalysis of the reaction: quercetin-3-gentiobioside + UDP-alpha-D-glucose <=> quercetin-3-gentiotrioside + UDP + H+			MetaCyc:RXN-13798
GO:0102416	quercetin gentiotrioside 1,6-glucosyltransferase activity	Catalysis of the reaction: quercetin-3-gentiotrioside + UDP-alpha-D-glucose <=> quercetin-3-gentiotetraside + UDP + H+			MetaCyc:RXN-13799
GO:0102417	apigenin-7-O-glucoside 1,6-glucosyltransferase activity	Catalysis of the reaction: apigenin 7-O-beta-D-glucoside + UDP-alpha-D-glucose <=> apigenin-7-O-gentiobioside + UDP + H+			MetaCyc:RXN-13800
GO:0102418	luteolin-7-O-glucoside 1,6-glucosyltransferase activity	Catalysis of the reaction: luteolin 7-O-beta-D-glucoside + UDP-alpha-D-glucose = luteolin-7-O-gentiobioside + UDP + H+			MetaCyc:RXN-13801
GO:0102421	curcumin-4'-O-beta-D-gentiobioside 1,6-glucosyltransferase activity	Catalysis of the reaction: curcumin 4'-O-beta-D-gentiobioside + UDP-alpha-D-glucose <=> curcumin 4'-O-beta-D-gentiotrioside + UDP + H+			MetaCyc:RXN-13813
GO:0102422	curcumin-4'-O-beta-D-gentiotrioside 1,6-glucosyltransferase activity	Catalysis of the reaction: curcumin 4'-O-beta-D-gentiotrioside + UDP-alpha-D-glucose <=> curcumin 4'-O-beta-D-gentiotetraside + UDP + H+			MetaCyc:RXN-13814
GO:0102423	(+)-sesaminol 2-O-glucosyltransferase activity	Catalysis of the reaction: (+)-sesaminol + UDP-alpha-D-glucose <=> (+)-sesaminol 2-O-beta-D-glucoside + UDP + H+			MetaCyc:RXN-13818
GO:0102424	sesaminol-2-O-gentiobioside 1,6-glucosyltransferase activity	Catalysis of the reaction: (+)-sesaminol 2-O-beta-D-gentiobioside + UDP-alpha-D-glucose <=> (+)-sesaminol 2-O-beta-D-gentiotrioside + UDP + H+			MetaCyc:RXN-13821
GO:0102425	myricetin 3-O-glucosyltransferase activity	Catalysis of the reaction: myricetin + UDP-alpha-D-glucose <=> myricetin 3-O-beta-D-glucopyranoside + UDP		EC:2.4.1.91	MetaCyc:RXN-13822
GO:0102426	myricetin-3-O-glucoside 1,6-glucosyltransferase activity	Catalysis of the reaction: myricetin 3-O-beta-D-glucopyranoside + UDP-alpha-D-glucose <=> myricetin 3-O-gentiobioside + UDP + H+			MetaCyc:RXN-13823
GO:0102428	kaempferol-3-O-glucoside 1,6-glucosyltransferase activity	Catalysis of the reaction: kaempferol 3-O-glucoside + UDP-alpha-D-glucose <=> kaempferol-3-gentiobioside + UDP			MetaCyc:RXN-13830
GO:0102429	genistein-3-O-glucoside 1,6-glucosyltransferase activity	Catalysis of the reaction: genistin + UDP-alpha-D-glucose <=> genistin 7-gentiobioside + UDP + H+			MetaCyc:RXN-13831
GO:0102454	cyanidin 3-O-galactosyltransferase activity	Catalysis of the reaction: cyanidin + UDP-D-galactose = cyanidin 3-O-beta-D-galactoside betaine + UDP		EC:2.4.1.294	MetaCyc:RXN-13960
GO:0102455	anthocyanidin 3-O-glucoside 2''-O-glucosyltransferase activity	Catalysis of the reaction: UDP-alpha-D-glucose + an anthocyanidin-3-O-beta-D-glucoside = UDP + H+ + an anthocyanidin 3-O-sophoroside		EC:2.4.1.297	MetaCyc:RXN-13965
GO:0102456	cyanidin 3-O-glucoside 5-O-glucosyltransferase (sinapoyl-glucose dependent) activity	Catalysis of the reaction: cyanidin 3-O-beta-D-glucoside betaine + 1-O-sinapoyl-beta-D-glucose <=> cyanin betaine + trans-sinapate + H+			MetaCyc:RXN-13967
GO:0102457	cyanidin 3-O-glucoside 7-O-glucosyltransferase (vanilloyl-glucose dependent) activity	Catalysis of the reaction: cyanidin 3-O-beta-D-glucoside betaine + 1-O-vanilloyl-beta-D-glucose <=> H+ + cyanidin 3,7-di-O-beta-D-glucoside betaine + vanillate		EC:2.4.1.300	MetaCyc:RXN-13969
GO:0102458	cyanidin 3-O-glucoside 5-O glucosyltransferase (vanilloyl-glucose dependent) activity	Catalysis of the reaction: cyanidin 3-O-beta-D-glucoside betaine + 1-O-vanilloyl-beta-D-glucose <=> cyanin betaine + vanillate + H+		EC:2.4.1.299	MetaCyc:RXN-13970
GO:0102460	kaempferol 3-gentiobioside 7-O-rhamnosyltransferase activity	Catalysis of the reaction: kaempferol-3-gentiobioside + UDP-L-rhamnose = H+ + kaempferol-3-O-gentiobioside-7-O-rhamnoside + UDP			MetaCyc:RXN-14008
GO:0102461	kaempferol 3-sophoroside 7-O-rhamnosyltransferase activity	Catalysis of the reaction: kaempferol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside + UDP-L-rhamnose <=> kaempferol 3-O-rhamnosyl(1->2)glucoside-7-O-rhamnoside + UDP			MetaCyc:RXN-14009
GO:0102462	quercetin 3-sophoroside 7-O-rhamnosyltransferase activity	Catalysis of the reaction: quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside + UDP-L-rhamnose <=> quercetin 3-O-rhamnosyl(1->2)glucoside-7-O-rhamnoside + UDP + H+			MetaCyc:RXN-14011
GO:0102463	quercetin 3-gentiobioside 7-O-rhamnosyltransferase activity	Catalysis of the reaction: quercetin-3-gentiobioside + UDP-L-rhamnose <=> quercetin 3-O-gentiobioside-7-O-rhamnoside + UDP + H+			MetaCyc:RXN-14012
GO:0102467	scutellarein 7-O-glucuronosyltransferase activity	Catalysis of the reaction: UDP-alpha-D-glucuronate + scutellarein <=> UDP( + scutellarin + H+		EC:2.4.1.253	MetaCyc:RXN-14058
GO:0102468	wogonin 7-O-glucuronosyltransferase activity	Catalysis of the reaction: UDP-alpha-D-glucuronate + wogonin <=> UDP + wogonin 7-O-beta-D-glucuronate + H+			MetaCyc:RXN-14060
GO:0102470	6C-naringenin dibenzoylmethane tautomer glucosyltransferase activity	Catalysis of the reaction: 2,4,4',6-tetrahydroxydibenzoylmethane + UDP-alpha-D-glucose <=> 6C-glucosyl-2-hydroxynaringenin + UDP + H+			MetaCyc:RXN-14075
GO:0102473	eriodictyol dibenzoylmethane tautomer 8C-glucosyltransferase activity	Catalysis of the reaction: eriodictyol dibenzoylmethane tautomer + UDP-alpha-D-glucose <=> 8C-beta-D-glucosyl-2-hydroxyeriodictyol + UDP(3-) + H+			MetaCyc:RXN-14079
GO:0102474	eriodictyol dibenzoylmethane tautomer 6C-glucosyltransferase activity	Catalysis of the reaction: eriodictyol dibenzoylmethane tautomer + UDP-alpha-D-glucose <=> 6C-beta-D-glucosyl-2-hydroxyeriodictyol + UDP + H+			MetaCyc:RXN-14080
GO:0102479	quercetin 3-O-beta:-D-galactosyltransferase activity	Catalysis of the reaction: quercetin-7-olate + UDP-D-galactose <=> quercetin 3-O-beta-D-galactopyranoside + UDP(3-) + H+		EC:2.4.1.234	MetaCyc:RXN-14109
GO:0102484	esculetin glucosyltransferase activity	Catalysis of the reaction: esculetin + UDP-alpha-D-glucose(2-) <=> esculin + UDP(3-) + H+			MetaCyc:RXN-14182
GO:0102493	wogonin 7-O-glucosyltransferase activity	Catalysis of the reaction: wogonin + UDP-alpha-D-glucose <=> wogonin 7-O-beta-D-glucoside + UDP + H+			MetaCyc:RXN-14239
GO:0102499	SHG alpha-glucan phosphorylase activity	Catalysis of the reaction: hydrogenphosphate + a plant soluble heteroglycan = alpha-D-glucose 1-phosphate + a plant soluble heteroglycan		EC:2.4.1.1	MetaCyc:RXN-14353
GO:0102500	beta-maltose 4-alpha-glucanotransferase activity	Catalysis of the reaction: beta-D-glucose + a plant soluble heteroglycan = a plant soluble heteroglycan + maltose		EC:2.4.1.25	MetaCyc:RXN-14354
GO:0102504	luteolinidin 5-O-glucosyltransferase activity	Catalysis of the reaction: luteolinidin + UDP-alpha-D-glucose <=> luteolinidin 5-O-glucoside + UDP + 2 H+			MetaCyc:RXN-14424
GO:0102505	apigeninidin 5-O-glucosyltransferase activity	Catalysis of the reaction: apigeninidin + UDP-alpha-D-glucose <=> apigeninidin 5-O-glucoside + UDP + H+			MetaCyc:RXN-14427
GO:0102506	cyanidin 3-O-glucoside 5-O-glucosyltransferase (acyl-glucose dependent) activity	Catalysis of the reaction: cyanidin 3-O-beta-D-glucoside betaine + 1-O-feruloyl-beta-D-glucose = cyanin betaine + ferulate + H+		EC:2.4.1.299	MetaCyc:RXN-14432
GO:0102507	cyanidin 3-O-glucoside 7-O-glucosyltransferase (hydroxybenzoly-glucose dependent) activity	Catalysis of the reaction: cyanidin 3-O-beta-D-glucoside betaine + 1-O-4-hydroxybenzoyl-beta-D-glucose <=> cyanidin 3,7-di-O-beta-D-glucoside betaine + 4-hydroxybenzoic acid + H+		EC:2.4.1.300	MetaCyc:RXN-14434
GO:0102510	pelargonidin 3-O-glucoside 5-O-glucosyltransferase (acyl-glucose dependent) activity	Catalysis of the reaction: pelargonidin 3-O-beta-D-glucoside + 1-O-vanilloyl-beta-D-glucose <=> anthocyanidin 3,5-di-O-beta-D-glucoside + vanillate + H+		EC:2.4.1.299	MetaCyc:RXN-14439
GO:0102511	pelargonidin 3-O-glucoside 7-O-glucosyltransferase (acyl-glucose dependent) activity	Catalysis of the reaction: pelargonidin 3-O-beta-D-glucoside + 1-O-vanilloyl-beta-D-glucose <=> pelargonidin 3,7-di-O-beta-D-glucoside + vanillate + H+		EC:2.4.1.300	MetaCyc:RXN-14440
GO:0102512	delphinidin 3-O-glucoside 5-O-glucosyltransferase (acyl-glucose dependent) activity	Catalysis of the reaction: delphinidin 3-O-beta-D-glucoside + 1-O-vanilloyl-beta-D-glucose <=> delphinidin 3-O-beta-D-glucoside-5-O-beta-D-glucoside betaine + vanillate + H+		EC:2.4.1.299	MetaCyc:RXN-14441
GO:0102513	delphinidin 3-O-glucoside 5-O-glucosyltransferase (vanilloyl-glucose dependent) activity	Catalysis of the reaction: delphinidin 3-O-beta-D-glucoside + 1-O-vanilloyl-beta-D-glucose <=> delphinidin 3,7-di O-beta-D-glucoside + vanillate + H+			MetaCyc:RXN-14442
