class	class label	def	unmatched_term	rhea_chebi_id	rhea_chebi_id label	info	score	rhea	ec	metacyc
GO:0052608	echinenone 3-hydroxylase activity	Catalysis of the reaction: echinenone + a reduced electron acceptor + oxygen = 3-hydroxyechinenone + an oxidized electron acceptor + H2O.	reduced electron acceptor							
GO:0052608	echinenone 3-hydroxylase activity	Catalysis of the reaction: echinenone + a reduced electron acceptor + oxygen = 3-hydroxyechinenone + an oxidized electron acceptor + H2O.	3-hydroxyechinenone							
GO:0052608	echinenone 3-hydroxylase activity	Catalysis of the reaction: echinenone + a reduced electron acceptor + oxygen = 3-hydroxyechinenone + an oxidized electron acceptor + H2O.	oxidized electron acceptor							
GO:0047584	4-oxalmesaconate hydratase activity	Catalysis of the reaction: 2-hydroxy-4-oxobutane-1,2,4-tricarboxylate = (1E)-4-oxobut-1-ene-1,2,4-tricarboxylate + H(2)O.	H(2)O							
GO:0047151	methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity	Catalysis of the reaction: 5,10-methylenetetrahydrofolate + tRNA containing uridine at position 54 + FADH + H+ = tetrahydrofolate + tRNA containing ribothymidine at position 54 + FAD+.	tRNA containing uridine at position 54							
GO:0047151	methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity	Catalysis of the reaction: 5,10-methylenetetrahydrofolate + tRNA containing uridine at position 54 + FADH + H+ = tetrahydrofolate + tRNA containing ribothymidine at position 54 + FAD+.	FADH							
GO:0047151	methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity	Catalysis of the reaction: 5,10-methylenetetrahydrofolate + tRNA containing uridine at position 54 + FADH + H+ = tetrahydrofolate + tRNA containing ribothymidine at position 54 + FAD+.	tRNA containing ribothymidine at position 54							
GO:0047151	methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity	Catalysis of the reaction: 5,10-methylenetetrahydrofolate + tRNA containing uridine at position 54 + FADH + H+ = tetrahydrofolate + tRNA containing ribothymidine at position 54 + FAD+.	FAD+							
GO:0071734	biotin-[pyruvate-carboxylase] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(pyruvate-carboxylase) = AMP + diphosphate + biotin-(pyruvate-carboxylase).	apo-(pyruvate-carboxylase)							
GO:0071734	biotin-[pyruvate-carboxylase] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(pyruvate-carboxylase) = AMP + diphosphate + biotin-(pyruvate-carboxylase).	biotin-(pyruvate-carboxylase)							
GO:0071734	biotin-[pyruvate-carboxylase] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(pyruvate-carboxylase) = AMP + diphosphate + biotin-(pyruvate-carboxylase).	apo-(pyruvate-carboxylase)							
GO:0071734	biotin-[pyruvate-carboxylase] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(pyruvate-carboxylase) = AMP + diphosphate + biotin-(pyruvate-carboxylase).	biotin-(pyruvate-carboxylase)							
GO:0071734	biotin-[pyruvate-carboxylase] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(pyruvate-carboxylase) = AMP + diphosphate + biotin-(pyruvate-carboxylase).	apo-(pyruvate-carboxylase)							
GO:0071734	biotin-[pyruvate-carboxylase] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(pyruvate-carboxylase) = AMP + diphosphate + biotin-(pyruvate-carboxylase).	biotin-(pyruvate-carboxylase)							
GO:0071734	biotin-[pyruvate-carboxylase] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(pyruvate-carboxylase) = AMP + diphosphate + biotin-(pyruvate-carboxylase).	apo-(pyruvate-carboxylase)							
GO:0071734	biotin-[pyruvate-carboxylase] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(pyruvate-carboxylase) = AMP + diphosphate + biotin-(pyruvate-carboxylase).	biotin-(pyruvate-carboxylase)							
GO:0071734	biotin-[pyruvate-carboxylase] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(pyruvate-carboxylase) = AMP + diphosphate + biotin-(pyruvate-carboxylase).	apo-(pyruvate-carboxylase)							
GO:0071734	biotin-[pyruvate-carboxylase] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(pyruvate-carboxylase) = AMP + diphosphate + biotin-(pyruvate-carboxylase).	biotin-(pyruvate-carboxylase)							
GO:0071734	biotin-[pyruvate-carboxylase] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(pyruvate-carboxylase) = AMP + diphosphate + biotin-(pyruvate-carboxylase).	apo-(pyruvate-carboxylase)							
GO:0071734	biotin-[pyruvate-carboxylase] ligase activity	Catalysis of the reaction: ATP + biotin + apo-(pyruvate-carboxylase) = AMP + diphosphate + biotin-(pyruvate-carboxylase).	biotin-(pyruvate-carboxylase)							
GO:0034796	adipate-CoA ligase activity	Catalysis of the reaction: adipate + CoASH = adipyl-CoA + OH-.	adipate							
GO:0034796	adipate-CoA ligase activity	Catalysis of the reaction: adipate + CoASH = adipyl-CoA + OH-.	adipyl-CoA							
GO:0072547	tricoumaroylspermidine meta-hydroxylase activity	Catalysis of the reaction: tricoumaroyl spermidine + NADPH + O2 = dicoumaroyl monocaffeoyl spermidine + NADP+ + H2O.	dicoumaroyl monocaffeoyl spermidine							
GO:0017169	CDP-alcohol phosphatidyltransferase activity	Catalysis of the reaction: CDP + alcohol = CMP + phosphatidyl alcohol.	phosphatidyl alcohol							
GO:0017169	CDP-alcohol phosphatidyltransferase activity	Catalysis of the reaction: CDP + alcohol = CMP + phosphatidyl alcohol.	phosphatidyl alcohol							
GO:0050407	[glycogen-synthase-D] phosphatase activity	Catalysis of the reaction: [glycogen-synthase D] + H2O = [glycogen-synthase I] + phosphate.	[glycogen-synthase D]							
GO:0050407	[glycogen-synthase-D] phosphatase activity	Catalysis of the reaction: [glycogen-synthase D] + H2O = [glycogen-synthase I] + phosphate.	[glycogen-synthase I]							
GO:0102009	proline dipeptidase activity	Catalysis of the reaction: H2O + a dipeptide with proline at the C-terminal <=> L-proline + a standard alpha amino acid.	dipeptide with proline at the C-terminal							
GO:0102009	proline dipeptidase activity	Catalysis of the reaction: H2O + a dipeptide with proline at the C-terminal <=> L-proline + a standard alpha amino acid.	standard alpha amino acid							
GO:0102587	cyanidin 3-O-[2''-O-(2''-O-(sinapoyl) xylosyl) 6''-O-(p-O-(glucosyl)-p-coumaroyl) glucoside] 5-O-[6''-O-(malonyl) glucoside] sinapoylglucose glucosyltransferase activity	Catalysis of the reaction: cyanidin 3-O-[2''-O-(2'''-O-(sinapoyl) xylosyl) 6''-O-(p-coumaroyl) glucoside] 5-O-[6''-O-(malonyl) glucoside + 1-O-sinapoyl-beta-D-glucose <=> cyanidin 3-O-[6-O-(4-O-beta-D-glucosyl-p-coumaroyl)-2-O-(2-O-sinapoyl-beta-D-xylosyl)-beta-D-glucosyl]-5-O-(6-O-malonyl-beta-D-glucoside) + trans-sinapate + H+.	cyanidin 3-O-[2''-O-(2'''-O-(sinapoyl) xylosyl) 6''-O-(p-coumaroyl) glucoside] 5-O-[6''-O-(malonyl) glucoside							
GO:0008939	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity	Catalysis of the reaction: 5,6-dimethylbenzimidazole + nicotinate D-ribonucleotide = alpha-ribazole 5'-phosphate + H(+) + nicotinate.	nicotinate D-ribonucleotide							
GO:0018589	di-n-butyltin dioxygenase activity	Catalysis of the reaction: dibutyltin + O2 + 2 H+ + 2 e- = H2O + beta-hydroxybutylbutyltin.	beta-hydroxybutylbutyltin							
GO:0008741	ribulokinase activity	Catalysis of the reaction: ATP + L(or D)-ribulose = ADP + L(or D)-ribulose 5-phosphate.	L(or D)-ribulose							
GO:0008741	ribulokinase activity	Catalysis of the reaction: ATP + L(or D)-ribulose = ADP + L(or D)-ribulose 5-phosphate.	L(or D)-ribulose 5-phosphate							
GO:0050371	tyrosine phenol-lyase activity	Catalysis of the reaction: L-tyrosine + H(2)O = NH(4)(+) + phenol + pyruvate.	H(2)O							
GO:0050371	tyrosine phenol-lyase activity	Catalysis of the reaction: L-tyrosine + H(2)O = NH(4)(+) + phenol + pyruvate.	NH(4)(+)							
GO:0004425	indole-3-glycerol-phosphate synthase activity	Catalysis of the reaction: 1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate = 1-(indol-3-yl)glycerol 3-phosphate + CO2 + H2O.	1-(indol-3-yl)glycerol 3-phosphate							
GO:1990088	[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase activity	Catalysis of the reaction: a [methyl-Co(III) methanol-specific corrinoid protein] + coenzyme M = methyl-CoM + a [Co(I) methanol-specific corrinoid protein].	[methyl-Co(III) methanol-specific corrinoid protein]							
GO:1990088	[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase activity	Catalysis of the reaction: a [methyl-Co(III) methanol-specific corrinoid protein] + coenzyme M = methyl-CoM + a [Co(I) methanol-specific corrinoid protein].	[Co(I) methanol-specific corrinoid protein]							
GO:0050164	oxoglutarate dehydrogenase (NADP+) activity	Catalysis of the reaction: 2-oxoglutarate + CoA + NADP(+) = CO(2) + NADPH + succinyl-CoA.	CO(2)							
GO:0050164	oxoglutarate dehydrogenase (NADP+) activity	Catalysis of the reaction: 2-oxoglutarate + CoA + NADP(+) = CO(2) + NADPH + succinyl-CoA.	CO(2)							
GO:0050521	alpha-glucan, water dikinase activity	Catalysis of the reaction: ATP + alpha-glucan + H2O = AMP + phospho-alpha-glucan + phosphate.	alpha-glucan							
GO:0050521	alpha-glucan, water dikinase activity	Catalysis of the reaction: ATP + alpha-glucan + H2O = AMP + phospho-alpha-glucan + phosphate.	alpha-glucan							
GO:0050521	alpha-glucan, water dikinase activity	Catalysis of the reaction: ATP + alpha-glucan + H2O = AMP + phospho-alpha-glucan + phosphate.	alpha-glucan							
GO:0018454	acetoacetyl-CoA reductase activity	Catalysis of the reaction: (R)-3-hydroxyacyl-CoA + NADP+ = 3-oxoacyl-CoA + NADPH + H+.	3-oxoacyl-CoA	http://purl.obolibrary.org/obo/CHEBI_90726	3-oxoacyl-CoA(4-)	newsyn	0.75			
GO:0018490	4-hydroxyphenylpyruvate oxidase activity	Catalysis of the reaction: 2 (4-hydroxyphenyl)pyruvate + O(2) = 2 (4-hydroxyphenyl)acetate + 2 CO(2).	(4-hydroxyphenyl)pyruvate							
GO:0018490	4-hydroxyphenylpyruvate oxidase activity	Catalysis of the reaction: 2 (4-hydroxyphenyl)pyruvate + O(2) = 2 (4-hydroxyphenyl)acetate + 2 CO(2).	O(2)							
GO:0018490	4-hydroxyphenylpyruvate oxidase activity	Catalysis of the reaction: 2 (4-hydroxyphenyl)pyruvate + O(2) = 2 (4-hydroxyphenyl)acetate + 2 CO(2).	CO(2)							
GO:0047654	alliin lyase activity	Catalysis of the reaction: an S-alkyl-L-cysteine S-oxide = an alkyl sulfenate + 2-aminoacrylate.	alkyl sulfenate							
GO:0047680	aryl-acylamidase activity	Catalysis of the reaction: anilide + H(2)O = a carboxylate + aniline + H(+).	H(2)O							
GO:0047680	aryl-acylamidase activity	Catalysis of the reaction: anilide + H(2)O = a carboxylate + aniline + H(+).	carboxylate	http://purl.obolibrary.org/obo/CHEBI_29067	carboxylic acid anion	newsyn	0.5			
GO:0008459	chondroitin 6-sulfotransferase activity	Catalysis of the reaction: 3'-phosphoadenosine 5'-phosphosulfate + chondroitin = adenosine 3',5'-bisphosphate + chondroitin 6'-sulfate.	chondroitin							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	H(2)O							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	AH(2)							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	NH(4)(+)							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	H(2)O							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	AH(2)							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	NH(4)(+)							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	H(2)O							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	AH(2)							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	NH(4)(+)							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	H(2)O							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	AH(2)							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	NH(4)(+)							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	H(2)O							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	AH(2)							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	NH(4)(+)							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	H(2)O							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	AH(2)							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	NH(4)(+)							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	H(2)O							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	AH(2)							
GO:0050323	taurine dehydrogenase activity	Catalysis of the reaction: A + H(2)O + taurine = AH(2) + NH(4)(+) + sulfoacetaldehyde.	NH(4)(+)							
GO:0033987	2-hydroxyisoflavanone dehydratase activity	Catalysis of the reaction: 2,7,4'-trihydroxyisoflavanone = daidzein + H2O.	2,7,4'-trihydroxyisoflavanone							
GO:0106017	phosphatidylinositol-3,4-bisphosphate phosphatase activity	Catalysis of the reaction: 1-phosphatidyl-myo-inositol 3,4-bisphosphate + H2O = 1-phosphatidyl-1D-myo-inositol phosphate + phosphate.	1-phosphatidyl-myo-inositol 3,4-bisphosphate							
GO:0106017	phosphatidylinositol-3,4-bisphosphate phosphatase activity	Catalysis of the reaction: 1-phosphatidyl-myo-inositol 3,4-bisphosphate + H2O = 1-phosphatidyl-1D-myo-inositol phosphate + phosphate.	1-phosphatidyl-1D-myo-inositol phosphate							
GO:0009000	selenocysteine lyase activity	Catalysis of the reaction: L-selenocysteine + reduced acceptor = hydrogen selenide + L-alanine + acceptor.	reduced acceptor							
GO:0004686	elongation factor-2 kinase activity	Catalysis of the reaction: ATP + [elongation factor 2] = ADP + [elongation factor 2] phosphate.	[elongation factor 2]							
GO:0004686	elongation factor-2 kinase activity	Catalysis of the reaction: ATP + [elongation factor 2] = ADP + [elongation factor 2] phosphate.	[elongation factor 2] phosphate							
GO:0047950	glutathione oxidase activity	Catalysis of the reaction: 2 glutathione + O(2) = glutathione disulfide + H(2)O(2).	O(2)							
GO:0047950	glutathione oxidase activity	Catalysis of the reaction: 2 glutathione + O(2) = glutathione disulfide + H(2)O(2).	H(2)O(2)							
GO:0047566	3-ketovalidoxylamine C-N-lyase activity	Catalysis of the reaction: 4-nitrophenyl-3-ketovalidamine = 4-nitroaniline + 5-D-(5/6)-5-C-(hydroxymethyl)-2,6-dihydroxycyclohex-2-en-1-one + H(+).	5-D-(5/6)-5-C-(hydroxymethyl)-2,6-dihydroxycyclohex-2-en-1-one							
GO:0051921	adenosylcobyric acid synthase (glutamine-hydrolyzing) activity	Catalysis of the reaction: 4 L-glutamine + adenosylcob(III)yrinate a,c-diamide + 4 ATP + 4 H(2)O = 4 L-glutamate + adenosylcobyrate + 4 ADP + 8 H(+) + 4 phosphate.	H(2)O							
GO:0051921	adenosylcobyric acid synthase (glutamine-hydrolyzing) activity	Catalysis of the reaction: 4 L-glutamine + adenosylcob(III)yrinate a,c-diamide + 4 ATP + 4 H(2)O = 4 L-glutamate + adenosylcobyrate + 4 ADP + 8 H(+) + 4 phosphate.	H(2)O							
GO:0047205	quinate O-hydroxycinnamoyltransferase activity	Catalysis of the reaction: feruloyl-CoA + quinate = O-feruloylquinate + CoA.	O-feruloylquinate							
GO:0047205	quinate O-hydroxycinnamoyltransferase activity	Catalysis of the reaction: feruloyl-CoA + quinate = O-feruloylquinate + CoA.	O-feruloylquinate							
GO:0047574	4-acetamidobutyryl-CoA deacetylase activity	Catalysis of the reaction: 4-acetamidobutanoyl-CoA + H(2)O = 4-aminobutanoyl-CoA + acetate.	H(2)O							
GO:0051747	cytosine C-5 DNA demethylase activity	Catalysis of the reaction: methyl-dCpdG DNA + H2O = dCpdG DNA + methanol. This reaction is the hydrolytic removal of the methyl group on the 5 position of cytosine in DNA.	methyl-dCpdG DNA							
GO:0051747	cytosine C-5 DNA demethylase activity	Catalysis of the reaction: methyl-dCpdG DNA + H2O = dCpdG DNA + methanol. This reaction is the hydrolytic removal of the methyl group on the 5 position of cytosine in DNA.	dCpdG DNA							
GO:0047129	opine dehydrogenase activity	Catalysis of the reaction: (2S)-2-[(R)-1-carboxyethylamino]pentanoate + H(2)O + NAD(+) = L-2-aminopentanoate + H(+) + NADH + pyruvate.	H(2)O							
GO:0050207	plasmanylethanolamine desaturase activity	Catalysis of the reaction: O-1-alkyl-2-acyl-sn-glycero-3-phosphoethanolamine + donor-H2 + O2 = O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine + acceptor + 2 H2O.	O-1-alkyl-2-acyl-sn-glycero-3-phosphoethanolamine							
GO:0050207	plasmanylethanolamine desaturase activity	Catalysis of the reaction: O-1-alkyl-2-acyl-sn-glycero-3-phosphoethanolamine + donor-H2 + O2 = O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine + acceptor + 2 H2O.	donor-H2							
GO:0016435	rRNA (guanine) methyltransferase activity	Catalysis of the reaction: S-adenosyl-L-methionine + rRNA = S-adenosyl-L-homocysteine + rRNA containing methylguanine.	rRNA containing methylguanine							
GO:0008786	allose 6-phosphate isomerase activity	Catalysis of the reaction: D-allose-6-phosphate = D-allulose-6-phosphate.	D-allose-6-phosphate							
GO:0008786	allose 6-phosphate isomerase activity	Catalysis of the reaction: D-allose-6-phosphate = D-allulose-6-phosphate.	D-allulose-6-phosphate							
GO:0097372	NAD-dependent histone deacetylase activity (H3-K18 specific)	Catalysis of the reaction: histone H3 N6-acetyl-L-lysine (position 18) + H2O = histone H3 L-lysine (position 18) + acetate. This reaction requires the presence of NAD, and represents the removal of an acetyl group from lysine at position 18 of the histone H3 protein.	histone H3 N6-acetyl-L-lysine (position 18)							
GO:0097372	NAD-dependent histone deacetylase activity (H3-K18 specific)	Catalysis of the reaction: histone H3 N6-acetyl-L-lysine (position 18) + H2O = histone H3 L-lysine (position 18) + acetate. This reaction requires the presence of NAD, and represents the removal of an acetyl group from lysine at position 18 of the histone H3 protein.	histone H3 L-lysine (position 18)							
